# Oura Ring Event Export
# Events: 1015
# Format: index|tag_hex|event_name|hex_data
366|0x61|API_MEAS_QUALITY_EVENT|6111bb720c000a000000000000000000000000
367|0x61|API_MEAS_QUALITY_EVENT|6111bc720c000d000000000000000000000000
368|0x61|API_MEAS_QUALITY_EVENT|610ebd720c000cad0000000000000001
369|0x61|API_MEAS_QUALITY_EVENT|6111be720c0025081e00010000000000000000
370|0x61|API_MEAS_QUALITY_EVENT|6112bf720c0009321e0f0068000000e800000080
371|0x61|API_MEAS_QUALITY_EVENT|6112c0720c002800000000000000000000000000
372|0x61|API_MEAS_QUALITY_EVENT|6112c1720c002801000000000000000000000000
373|0x61|API_MEAS_QUALITY_EVENT|610cc2720c002900000000000000
374|0x45|API_STATE_CHANGE_IND|4510dc730c00014857207465737420656e64
375|0x61|API_MEAS_QUALITY_EVENT|6112dd730c00098d170f0008020000c10000001e
376|0x61|API_MEAS_QUALITY_EVENT|6111de730c000a000000002300000000000000
377|0x61|API_MEAS_QUALITY_EVENT|6111df730c000d000000000000000000000000
378|0x61|API_MEAS_QUALITY_EVENT|610ee0730c000c571a0f002e0100001e
379|0x61|API_MEAS_QUALITY_EVENT|610ce1730c002901040200000119
380|0x61|API_MEAS_QUALITY_EVENT|6111e2730c002600081e000000f0ffffffe409
381|0x61|API_MEAS_QUALITY_EVENT|610ae3730c002601e60fe60f
382|0x61|API_MEAS_QUALITY_EVENT|610ee4730c00260270feffff00000000
383|0x61|API_MEAS_QUALITY_EVENT|6109e5730c002a02030800
384|0x61|API_MEAS_QUALITY_EVENT|6108e6730c002a010408
385|0x45|API_STATE_CHANGE_IND|4512e7730c001e48572074657374207374617274
386|0x61|API_MEAS_QUALITY_EVENT|6112e8730c0009000000004e0000006000000001
387|0x61|API_MEAS_QUALITY_EVENT|6111e9730c000a000000002300000000000000
388|0x61|API_MEAS_QUALITY_EVENT|6111ea730c000d000000000000000000000000
389|0x61|API_MEAS_QUALITY_EVENT|610eeb730c000cad0000000000000001
390|0x61|API_MEAS_QUALITY_EVENT|6111ec730c0025081e00010100000000000000
391|0x61|API_MEAS_QUALITY_EVENT|6112ed730c000990190f0068000000e800000080
392|0x61|API_MEAS_QUALITY_EVENT|6112ee730c002800000000000000000000000000
393|0x61|API_MEAS_QUALITY_EVENT|6112ef730c002801000000000000000000000000
394|0x61|API_MEAS_QUALITY_EVENT|610cf0730c002900000000000000
395|0x45|API_STATE_CHANGE_IND|45100a750c00014857207465737420656e64
396|0x61|API_MEAS_QUALITY_EVENT|61120b750c000987170f006a000000a70000001e
397|0x61|API_MEAS_QUALITY_EVENT|61110c750c000a000000001f00000000000000
398|0x61|API_MEAS_QUALITY_EVENT|61110d750c000d000000000000000000000000
399|0x61|API_MEAS_QUALITY_EVENT|610e0e750c000c9a180f002e0100001e
400|0x61|API_MEAS_QUALITY_EVENT|610c0f750c002901040200000119
401|0x61|API_MEAS_QUALITY_EVENT|611110750c002600081e000000f1ffffffe409
402|0x61|API_MEAS_QUALITY_EVENT|610a11750c002601e60fe60f
403|0x61|API_MEAS_QUALITY_EVENT|610e12750c00260270feffff00000000
404|0x61|API_MEAS_QUALITY_EVENT|610913750c002a02040800
405|0x61|API_MEAS_QUALITY_EVENT|610814750c002a010508
406|0x45|API_STATE_CHANGE_IND|451215750c001e48572074657374207374617274
407|0x61|API_MEAS_QUALITY_EVENT|611216750c0009000000003d0000004d00000001
408|0x61|API_MEAS_QUALITY_EVENT|611117750c000a000000000000000000000000
409|0x61|API_MEAS_QUALITY_EVENT|611118750c000d000000000000000000000000
410|0x61|API_MEAS_QUALITY_EVENT|610e19750c000c880000000000000001
411|0x61|API_MEAS_QUALITY_EVENT|61111a750c0025081e000204000000de0d0000
412|0x61|API_MEAS_QUALITY_EVENT|61121b750c000939190f00000000000d00000080
413|0x61|API_MEAS_QUALITY_EVENT|61121c750c002800000000000000000000000000
414|0x61|API_MEAS_QUALITY_EVENT|61121d750c002801000000000000000000000000
415|0x61|API_MEAS_QUALITY_EVENT|610c1e750c002900000000000000
416|0x45|API_STATE_CHANGE_IND|451038760c00014857207465737420656e64
417|0x61|API_MEAS_QUALITY_EVENT|611239760c000972170f00e30400009b0000001e
418|0x61|API_MEAS_QUALITY_EVENT|61113a760c000a000000000000000000000000
419|0x61|API_MEAS_QUALITY_EVENT|61113b760c000d000000000000000000000000
420|0x61|API_MEAS_QUALITY_EVENT|610e3c760c000c171d0f002e0100001e
421|0x61|API_MEAS_QUALITY_EVENT|610c3d760c002901040200000119
422|0x61|API_MEAS_QUALITY_EVENT|61113e760c002600081e000000e7ffffffe409
423|0x61|API_MEAS_QUALITY_EVENT|610a3f760c002601e60fe60f
424|0x61|API_MEAS_QUALITY_EVENT|610e40760c00260270feffff00000000
425|0x61|API_MEAS_QUALITY_EVENT|610941760c002a02050800
426|0x61|API_MEAS_QUALITY_EVENT|610842760c002a010608
427|0x45|API_STATE_CHANGE_IND|451243760c001e48572074657374207374617274
428|0x61|API_MEAS_QUALITY_EVENT|611244760c0009000000004e0000006000000001
429|0x61|API_MEAS_QUALITY_EVENT|611145760c000a000000002300000000000000
430|0x61|API_MEAS_QUALITY_EVENT|611146760c000d000000000000000000000000
431|0x61|API_MEAS_QUALITY_EVENT|610e47760c000cad0000000000000001
432|0x61|API_MEAS_QUALITY_EVENT|611148760c0025081e0002040000001c0c0000
433|0x61|API_MEAS_QUALITY_EVENT|611249760c0009921d0f00000000000e00000080
434|0x61|API_MEAS_QUALITY_EVENT|61124a760c002800000000000000000000000000
435|0x61|API_MEAS_QUALITY_EVENT|61124b760c002801000000000000000000000000
436|0x61|API_MEAS_QUALITY_EVENT|610c4c760c002900000000000000
437|0x45|API_STATE_CHANGE_IND|451067770c00014857207465737420656e64
438|0x61|API_MEAS_QUALITY_EVENT|611268770c00098c170f00f6040000ae0000001e
439|0x61|API_MEAS_QUALITY_EVENT|611169770c000a000000002300000000000000
440|0x61|API_MEAS_QUALITY_EVENT|61116a770c000d000000000000000000000000
441|0x61|API_MEAS_QUALITY_EVENT|610e6b770c000c311d0f002f0100001e
442|0x61|API_MEAS_QUALITY_EVENT|610c6c770c002901040200000119
443|0x61|API_MEAS_QUALITY_EVENT|61116d770c002600081e000000efffffffe409
444|0x61|API_MEAS_QUALITY_EVENT|610a6e770c002601e60fe60f
445|0x61|API_MEAS_QUALITY_EVENT|610e6f770c00260270feffff00000000
446|0x61|API_MEAS_QUALITY_EVENT|610970770c002a02060800
447|0x61|API_MEAS_QUALITY_EVENT|610871770c002a01070e
448|0x45|API_STATE_CHANGE_IND|451272770c001e48572074657374207374617274
449|0x61|API_MEAS_QUALITY_EVENT|611273770c0009000000003e0000004c00000001
450|0x61|API_MEAS_QUALITY_EVENT|611174770c000a000000000000000000000000
451|0x61|API_MEAS_QUALITY_EVENT|611175770c000d000000000000000000000000
452|0x61|API_MEAS_QUALITY_EVENT|610e76770c000c890000000000000001
453|0x61|API_MEAS_QUALITY_EVENT|611177770c00250e0700000000000000000000
454|0x61|API_MEAS_QUALITY_EVENT|611278770c0009d01d0f00000000000e00000080
455|0x61|API_MEAS_QUALITY_EVENT|611279770c002800000000000000000000000000
456|0x61|API_MEAS_QUALITY_EVENT|61127a770c002801000000000000000000000000
457|0x61|API_MEAS_QUALITY_EVENT|610c7b770c002900000000000000
458|0x61|API_MEAS_QUALITY_EVENT|6111ad770c0032c703e50f900fdd0f2521f00a
459|0x61|API_MEAS_QUALITY_EVENT|610dae770c0034ca2010006400e409
460|0x45|API_STATE_CHANGE_IND|4510af770c00014857207465737420656e64
461|0x61|API_MEAS_QUALITY_EVENT|6112b0770c000946950300f70900002c0200001e
462|0x61|API_MEAS_QUALITY_EVENT|6111b1770c000a000000000000000000000000
463|0x61|API_MEAS_QUALITY_EVENT|6111b2770c000d000000000000000000000000
464|0x61|API_MEAS_QUALITY_EVENT|610eb3770c000c91a10300480000001e
465|0x61|API_MEAS_QUALITY_EVENT|610cb4770c002901040200000119
466|0x61|API_MEAS_QUALITY_EVENT|6111b5770c0026000e070000001df5ffffe409
467|0x61|API_MEAS_QUALITY_EVENT|610ab6770c002601e60fe60f
468|0x61|API_MEAS_QUALITY_EVENT|610eb7770c002602a0ddffff00000000
469|0x61|API_MEAS_QUALITY_EVENT|6109b8770c002a02070e00
470|0x61|API_MEAS_QUALITY_EVENT|6108b9770c002a01080b
471|0x45|API_STATE_CHANGE_IND|4512ba770c001e48572074657374207374617274
472|0x61|API_MEAS_QUALITY_EVENT|6112bb770c0009000000003b0000004c00000001
473|0x61|API_MEAS_QUALITY_EVENT|6111bc770c000a000000000000000000000000
474|0x61|API_MEAS_QUALITY_EVENT|6111bd770c000d000000000000000000000000
475|0x61|API_MEAS_QUALITY_EVENT|610ebe770c000cad0000000000000001
476|0x61|API_MEAS_QUALITY_EVENT|6111bf770c00250b0200010200000000000000
477|0x61|API_MEAS_QUALITY_EVENT|6112c0770c0009efa0030067000000e800000080
478|0x61|API_MEAS_QUALITY_EVENT|6112c1770c002800000000000000000000000000
479|0x61|API_MEAS_QUALITY_EVENT|6112c2770c002801000000000000000000000000
480|0x61|API_MEAS_QUALITY_EVENT|610cc3770c002900000000000000
481|0x61|API_MEAS_QUALITY_EVENT|6111c6770c002d050100ffff01000100020002
482|0x61|API_MEAS_QUALITY_EVENT|6111c7770c002d0501010707b2065e060d0602
483|0x61|API_MEAS_QUALITY_EVENT|6111c8770c002d050000000003000300030002
484|0x61|API_MEAS_QUALITY_EVENT|6111c9770c002d0500010707ad065606020602
485|0x61|API_MEAS_QUALITY_EVENT|6111ca770c002d050200ffff04000400040002
486|0x61|API_MEAS_QUALITY_EVENT|6111cb770c002d0502010707ea06d906c00602
487|0x61|API_MEAS_QUALITY_EVENT|6111cc770c002d050400ffff06000900090002
488|0x61|API_MEAS_QUALITY_EVENT|6111cd770c002d0504010407ed06dd06cc0602
489|0x61|API_MEAS_QUALITY_EVENT|6111ce770c002d050300520007070707070702
490|0x61|API_MEAS_QUALITY_EVENT|6111cf770c002d050301070707070207020702
491|0x61|API_MEAS_QUALITY_EVENT|6111d0770c002d080400ffff33024604470602
492|0x61|API_MEAS_QUALITY_EVENT|6111d1770c002d080401070707070707070702
493|0x61|API_MEAS_QUALITY_EVENT|6111d2770c002d0b0000ffff09000c000c0002
494|0x61|API_MEAS_QUALITY_EVENT|6111d3770c002d0b00010707e506d606c20602
495|0x61|API_MEAS_QUALITY_EVENT|6111d4770c002d0b0300ffff08000e000f0002
496|0x61|API_MEAS_QUALITY_EVENT|6111d5770c002d0b03010707ed06d806ca0602
497|0x61|API_MEAS_QUALITY_EVENT|6111d6770c002d0b0500ffff08000b000c0002
498|0x61|API_MEAS_QUALITY_EVENT|6111d7770c002d0b05010707e706d806c20602
499|0x61|API_MEAS_QUALITY_EVENT|6111d8770c002d0c0100ffff05000800090002
500|0x61|API_MEAS_QUALITY_EVENT|6111d9770c002d0c01010707e906d806c30602
501|0x61|API_MEAS_QUALITY_EVENT|6111da770c002d0d0000ffff06000a000b0002
502|0x61|API_MEAS_QUALITY_EVENT|6111db770c002d0d00010707e906d206c30602
503|0x61|API_MEAS_QUALITY_EVENT|6111dc770c002d0c0200ffff060009000a0002
504|0x61|API_MEAS_QUALITY_EVENT|6111dd770c002d0c02010707e906d206be0602
505|0x61|API_MEAS_QUALITY_EVENT|6111de770c002d0c0300ffff040008000a0002
506|0x61|API_MEAS_QUALITY_EVENT|6111df770c002d0c03010707e906d206c20602
507|0x61|API_MEAS_QUALITY_EVENT|6111e0770c002d090300e40607070307070702
508|0x61|API_MEAS_QUALITY_EVENT|6111e1770c002d090301070707070707070702
509|0x45|API_STATE_CHANGE_IND|4510e2770c00014857207465737420656e64
510|0x61|API_MEAS_QUALITY_EVENT|6112e3770c00097b17010011050000ee0000001e
511|0x61|API_MEAS_QUALITY_EVENT|6111e4770c000a000000006400000000000000
512|0x61|API_MEAS_QUALITY_EVENT|6111e5770c000d000000000000000000000000
513|0x61|API_MEAS_QUALITY_EVENT|610ee6770c000c841d0100170000001e
514|0x61|API_MEAS_QUALITY_EVENT|610ce7770c002901040200000119
515|0x61|API_MEAS_QUALITY_EVENT|6111e8770c0026000b0200000054ffffffe409
516|0x61|API_MEAS_QUALITY_EVENT|610ae9770c002601e60fe60f
517|0x61|API_MEAS_QUALITY_EVENT|610eea770c00260230f8ffff70feffff
518|0x61|API_MEAS_QUALITY_EVENT|6109eb770c002a02080b00
519|0x61|API_MEAS_QUALITY_EVENT|6108ec770c002a01090b
520|0x45|API_STATE_CHANGE_IND|4512ed770c001e48572074657374207374617274
521|0x61|API_MEAS_QUALITY_EVENT|6112ee770c0009000000003e0000004700000001
522|0x61|API_MEAS_QUALITY_EVENT|6111ef770c000a000000000000000000000000
523|0x61|API_MEAS_QUALITY_EVENT|6111f0770c000d000000000000000000000000
524|0x61|API_MEAS_QUALITY_EVENT|610ef1770c000cad0000000000000001
525|0x61|API_MEAS_QUALITY_EVENT|6111f2770c00250b0200010300000000000000
526|0x61|API_MEAS_QUALITY_EVENT|6112f3770c0009d90e01009c0e0000bc00000080
527|0x61|API_MEAS_QUALITY_EVENT|6112f4770c002800000000000000000000000000
528|0x61|API_MEAS_QUALITY_EVENT|6112f5770c002801000000000000000000000000
529|0x61|API_MEAS_QUALITY_EVENT|610cf6770c002900000000000000
530|0x61|API_MEAS_QUALITY_EVENT|6111f7770c002d050100ffff01000100010003
531|0x61|API_MEAS_QUALITY_EVENT|6111f8770c002d0501010707b2065d060a0603
532|0x61|API_MEAS_QUALITY_EVENT|6111f9770c002d050000ffff03000400030003
533|0x61|API_MEAS_QUALITY_EVENT|6111fa770c002d0500010707ad065e060a0603
534|0x61|API_MEAS_QUALITY_EVENT|6111fb770c002d050200ffff02000400060003
535|0x61|API_MEAS_QUALITY_EVENT|6111fc770c002d0502010707ee06d606c40603
536|0x61|API_MEAS_QUALITY_EVENT|6111fd770c002d050400ffff04000700090003
537|0x61|API_MEAS_QUALITY_EVENT|6111fe770c002d0504010007eb06da06cb0603
538|0x61|API_MEAS_QUALITY_EVENT|6111ff770c002d050300520007070707070703
539|0x61|API_MEAS_QUALITY_EVENT|611100780c002d050301070707070707070703
540|0x61|API_MEAS_QUALITY_EVENT|611101780c002d080400ffff33024504470603
541|0x61|API_MEAS_QUALITY_EVENT|611102780c002d080401070703070707070703
542|0x61|API_MEAS_QUALITY_EVENT|611103780c002d0b0000000007000b000b0003
543|0x61|API_MEAS_QUALITY_EVENT|611104780c002d0b00010707e806d106c00603
544|0x61|API_MEAS_QUALITY_EVENT|611105780c002d0b0300000007000b000c0003
545|0x61|API_MEAS_QUALITY_EVENT|611106780c002d0b03010707e906d206c30603
546|0x61|API_MEAS_QUALITY_EVENT|611107780c002d0b0500ffff08000c000e0003
547|0x61|API_MEAS_QUALITY_EVENT|611108780c002d0b05010707e906d206c30603
548|0x61|API_MEAS_QUALITY_EVENT|611109780c002d0c0100ffff04000700090003
549|0x61|API_MEAS_QUALITY_EVENT|61110a780c002d0c01016502e700c800b40003
550|0x61|API_MEAS_QUALITY_EVENT|61110b780c002d0d0000ffff05000700080003
551|0x61|API_MEAS_QUALITY_EVENT|61110c780c002d0d00010707e906d106c10603
552|0x61|API_MEAS_QUALITY_EVENT|61110d780c002d0c0200ffff06000800090003
553|0x61|API_MEAS_QUALITY_EVENT|61110e780c002d0c02010707e806d106c00603
554|0x61|API_MEAS_QUALITY_EVENT|61110f780c002d0c03000000050008000a0003
555|0x61|API_MEAS_QUALITY_EVENT|611110780c002d0c03010107e706d406bb0603
556|0x61|API_MEAS_QUALITY_EVENT|611111780c002d090300ffff0e001300190003
557|0x61|API_MEAS_QUALITY_EVENT|611112780c002d0903010707eb06d906cb0603
558|0x45|API_STATE_CHANGE_IND|451013780c00014857207465737420656e64
559|0x61|API_MEAS_QUALITY_EVENT|611214780c000984170100a50600000c0100001e
560|0x61|API_MEAS_QUALITY_EVENT|611115780c000a000000006a00000000000000
561|0x61|API_MEAS_QUALITY_EVENT|611116780c000d000000000000000000000000
562|0x61|API_MEAS_QUALITY_EVENT|610e17780c000c3f1f0100160000001e
563|0x61|API_MEAS_QUALITY_EVENT|610c18780c002901040200000119
564|0x61|API_MEAS_QUALITY_EVENT|611119780c0026000b0200000064ffffffe409
565|0x61|API_MEAS_QUALITY_EVENT|610a1a780c002601e60fe60f
566|0x61|API_MEAS_QUALITY_EVENT|610e1b780c00260270feffff70feffff
567|0x61|API_MEAS_QUALITY_EVENT|61091c780c002a02090b00
568|0x61|API_MEAS_QUALITY_EVENT|61081d780c002a010a0b
569|0x45|API_STATE_CHANGE_IND|45121e780c001e48572074657374207374617274
570|0x61|API_MEAS_QUALITY_EVENT|61121f780c0009000000004a0000006d00000001
571|0x61|API_MEAS_QUALITY_EVENT|611120780c000a000000002300000000000000
572|0x61|API_MEAS_QUALITY_EVENT|611121780c000d000000000000000000000000
573|0x61|API_MEAS_QUALITY_EVENT|610e22780c000cad0000000000000001
574|0x61|API_MEAS_QUALITY_EVENT|611123780c00250b0200010000000000000000
575|0x61|API_MEAS_QUALITY_EVENT|611224780c0009850f0100bf0e00008401000080
576|0x61|API_MEAS_QUALITY_EVENT|611225780c002800000000000000000000000000
577|0x61|API_MEAS_QUALITY_EVENT|611226780c002801000000000000000000000000
578|0x61|API_MEAS_QUALITY_EVENT|610c27780c002900000000000000
579|0x61|API_MEAS_QUALITY_EVENT|611128780c002d050100ffff01000100010000
580|0x61|API_MEAS_QUALITY_EVENT|611129780c002d0501010707b40661060e0600
581|0x61|API_MEAS_QUALITY_EVENT|61112a780c002d050000ffff03000200030000
582|0x61|API_MEAS_QUALITY_EVENT|61112b780c002d0500010707b0065b06060600
583|0x61|API_MEAS_QUALITY_EVENT|61112c780c002d050200ffff03000500060000
584|0x61|API_MEAS_QUALITY_EVENT|61112d780c002d0502010707ee06d606c40600
585|0x61|API_MEAS_QUALITY_EVENT|61112e780c002d050400ffff04000700090000
586|0x61|API_MEAS_QUALITY_EVENT|61112f780c002d0504010007ec06da06cb0600
587|0x61|API_MEAS_QUALITY_EVENT|611130780c002d050300520007070707070700
588|0x61|API_MEAS_QUALITY_EVENT|611131780c002d050301020707070707070700
589|0x61|API_MEAS_QUALITY_EVENT|611132780c002d080400ffff34024704470600
590|0x61|API_MEAS_QUALITY_EVENT|611133780c002d080401070707070707070700
591|0x61|API_MEAS_QUALITY_EVENT|611134780c002d0b0000ffff07000b000c0000
592|0x61|API_MEAS_QUALITY_EVENT|611135780c002d0b00010107e706d406c30600
593|0x61|API_MEAS_QUALITY_EVENT|611136780c002d0b0300ffff09000d000f0000
594|0x61|API_MEAS_QUALITY_EVENT|611137780c002d0b03010107e806d606c60600
595|0x61|API_MEAS_QUALITY_EVENT|611138780c002d0b0500ffff09000d000f0000
596|0x61|API_MEAS_QUALITY_EVENT|611139780c002d0b05010707e706d606c50600
597|0x61|API_MEAS_QUALITY_EVENT|61113a780c002d0c0100000004000600070000
598|0x61|API_MEAS_QUALITY_EVENT|61113b780c002d0c01016502e600ca00b60000
599|0x61|API_MEAS_QUALITY_EVENT|61113c780c002d0d0000ffff04000600070000
600|0x61|API_MEAS_QUALITY_EVENT|61113d780c002d0d00010707e906d106c10600
601|0x61|API_MEAS_QUALITY_EVENT|61113e780c002d0c0200ffff050008000a0000
602|0x61|API_MEAS_QUALITY_EVENT|61113f780c002d0c02010707e706ce06bf0600
603|0x61|API_MEAS_QUALITY_EVENT|611140780c002d0c0300ffff040008000a0000
604|0x61|API_MEAS_QUALITY_EVENT|611141780c002d0c03010707ea06d206c10600
605|0x61|API_MEAS_QUALITY_EVENT|611142780c002d09030000000f001500190000
606|0x61|API_MEAS_QUALITY_EVENT|611143780c002d0903010107e606d906ca0600
607|0x45|API_STATE_CHANGE_IND|451044780c00014857207465737420656e64
608|0x61|API_MEAS_QUALITY_EVENT|611245780c00098b17010026020000050100001e
609|0x61|API_MEAS_QUALITY_EVENT|611146780c000a000000006800000000000000
610|0x61|API_MEAS_QUALITY_EVENT|611147780c000d000000000000000000000000
611|0x61|API_MEAS_QUALITY_EVENT|610e48780c000cbf1a0100160000001e
612|0x61|API_MEAS_QUALITY_EVENT|610c49780c002901040200000119
613|0x61|API_MEAS_QUALITY_EVENT|61114a780c0026000b020000007affffffe409
614|0x61|API_MEAS_QUALITY_EVENT|610a4b780c002601e60fe60f
615|0x61|API_MEAS_QUALITY_EVENT|610e4c780c00260270feffff00000000
616|0x61|API_MEAS_QUALITY_EVENT|61094d780c002a020a0b00
617|0x61|API_MEAS_QUALITY_EVENT|61084e780c002a010b0b
618|0x45|API_STATE_CHANGE_IND|45124f780c001e48572074657374207374617274
619|0x61|API_MEAS_QUALITY_EVENT|611250780c0009000000004e0000006800000001
620|0x61|API_MEAS_QUALITY_EVENT|611151780c000a000000002300000000000000
621|0x61|API_MEAS_QUALITY_EVENT|611152780c000d000000000000000000000000
622|0x61|API_MEAS_QUALITY_EVENT|610e53780c000cad0000000000000001
623|0x61|API_MEAS_QUALITY_EVENT|611154780c00250b0200010100000000000000
624|0x61|API_MEAS_QUALITY_EVENT|611255780c00092a0b0100bf0e00008301000080
625|0x61|API_MEAS_QUALITY_EVENT|611256780c002800000000000000000000000000
626|0x61|API_MEAS_QUALITY_EVENT|611257780c002801000000000000000000000000
627|0x61|API_MEAS_QUALITY_EVENT|610c58780c002900000000000000
628|0x61|API_MEAS_QUALITY_EVENT|611159780c002d050100ffff01000100010001
629|0x61|API_MEAS_QUALITY_EVENT|61115a780c002d0501010707b3065e060d0601
630|0x61|API_MEAS_QUALITY_EVENT|61115b780c002d050000000003000300030001
631|0x61|API_MEAS_QUALITY_EVENT|61115c780c002d0500010707b1065d060a0601
632|0x61|API_MEAS_QUALITY_EVENT|61115d780c002d050200000003000400060001
633|0x61|API_MEAS_QUALITY_EVENT|61115e780c002d0502010707eb06d506c40601
634|0x61|API_MEAS_QUALITY_EVENT|61115f780c002d050400000004000700080001
635|0x61|API_MEAS_QUALITY_EVENT|611160780c002d0504010707ee06d906ca0601
636|0x61|API_MEAS_QUALITY_EVENT|611161780c002d050300520001070207070701
637|0x61|API_MEAS_QUALITY_EVENT|611162780c002d050301070707070707060701
638|0x61|API_MEAS_QUALITY_EVENT|611163780c002d080400000033024404450601
639|0x61|API_MEAS_QUALITY_EVENT|611164780c002d080401070707070707070701
640|0x61|API_MEAS_QUALITY_EVENT|611165780c002d0b0000ffff08000b000c0001
641|0x61|API_MEAS_QUALITY_EVENT|611166780c002d0b00010707e506d606bf0601
642|0x61|API_MEAS_QUALITY_EVENT|611167780c002d0b0300000008000c00100001
643|0x61|API_MEAS_QUALITY_EVENT|611168780c002d0b03010707ed06d806c90601
644|0x61|API_MEAS_QUALITY_EVENT|611169780c002d0b0500000009000c000d0001
645|0x61|API_MEAS_QUALITY_EVENT|61116a780c002d0b05010707e606d906c90601
646|0x61|API_MEAS_QUALITY_EVENT|61116b780c002d0c0100ffff05000800090001
647|0x61|API_MEAS_QUALITY_EVENT|61116c780c002d0c01010707ed06d606c50601
648|0x61|API_MEAS_QUALITY_EVENT|61116d780c002d0d0000ffff050009000a0001
649|0x61|API_MEAS_QUALITY_EVENT|61116e780c002d0d00010707e806d506bf0601
650|0x61|API_MEAS_QUALITY_EVENT|61116f780c002d0c0200ffff060009000b0001
651|0x61|API_MEAS_QUALITY_EVENT|611170780c002d0c02010707e806d206c10601
652|0x61|API_MEAS_QUALITY_EVENT|611171780c002d0c0300ffff06000a000a0001
653|0x61|API_MEAS_QUALITY_EVENT|611172780c002d0c03010707e806d206c30601
654|0x61|API_MEAS_QUALITY_EVENT|611173780c002d090300e30607070407070701
655|0x61|API_MEAS_QUALITY_EVENT|611174780c002d090301070707070707020701
656|0x45|API_STATE_CHANGE_IND|451075780c00014857207465737420656e64
657|0x61|API_MEAS_QUALITY_EVENT|611276780c00097d1701008a000000ee0000001e
658|0x61|API_MEAS_QUALITY_EVENT|611177780c000a000000006400000000000000
659|0x61|API_MEAS_QUALITY_EVENT|611178780c000d000000000000000000000000
660|0x61|API_MEAS_QUALITY_EVENT|610e79780c000cfd180100160000001e
661|0x61|API_MEAS_QUALITY_EVENT|610c7a780c002901040200000119
662|0x61|API_MEAS_QUALITY_EVENT|61117b780c0026000b0200000056ffffffe409
663|0x61|API_MEAS_QUALITY_EVENT|610a7c780c002601e60fe60f
664|0x61|API_MEAS_QUALITY_EVENT|610e7d780c00260270feffff70feffff
665|0x61|API_MEAS_QUALITY_EVENT|61097e780c002a020b0b00
666|0x61|API_MEAS_QUALITY_EVENT|61087f780c002a010c0d
667|0x45|API_STATE_CHANGE_IND|451280780c001e48572074657374207374617274
668|0x61|API_MEAS_QUALITY_EVENT|611281780c000900000000490000006b00000001
669|0x61|API_MEAS_QUALITY_EVENT|611182780c000a000000002200000000000000
670|0x61|API_MEAS_QUALITY_EVENT|611183780c000d000000000000000000000000
671|0x61|API_MEAS_QUALITY_EVENT|610e84780c000cac0000000000000001
672|0x61|API_MEAS_QUALITY_EVENT|611185780c00250d0100000000000000000000
673|0x61|API_MEAS_QUALITY_EVENT|611286780c0009530a01009e0e0000b800000080
674|0x61|API_MEAS_QUALITY_EVENT|611287780c002800000000000000000000000000
675|0x61|API_MEAS_QUALITY_EVENT|611288780c002801000000000000000000000000
676|0x61|API_MEAS_QUALITY_EVENT|610c89780c002900000000000000
677|0x61|API_MEAS_QUALITY_EVENT|610b8a780c002e0c020b030400
678|0x61|API_MEAS_QUALITY_EVENT|610b8b780c002e0b030c020600
679|0x61|API_MEAS_QUALITY_EVENT|610b8c780c002e0c020c010700
680|0x61|API_MEAS_QUALITY_EVENT|610b8d780c002e0c010c020700
681|0x61|API_MEAS_QUALITY_EVENT|610b8e780c002e0b030c010400
682|0x61|API_MEAS_QUALITY_EVENT|610b8f780c002e0c010b030400
683|0x61|API_MEAS_QUALITY_EVENT|610b90780c002e0b000c010400
684|0x61|API_MEAS_QUALITY_EVENT|610b91780c002e0c010b000300
685|0x61|API_MEAS_QUALITY_EVENT|610b92780c002e0b000b050400
686|0x61|API_MEAS_QUALITY_EVENT|610b93780c002e0b050b000500
687|0x61|API_MEAS_QUALITY_EVENT|610b94780c002e0c010c010300
688|0x61|API_MEAS_QUALITY_EVENT|610b95780c002e0c010c010200
689|0x61|API_MEAS_QUALITY_EVENT|610b96780c002e0d000c030500
690|0x61|API_MEAS_QUALITY_EVENT|610b97780c002e0c030d000400
691|0x45|API_STATE_CHANGE_IND|451098780c00014857207465737420656e64
692|0x61|API_MEAS_QUALITY_EVENT|611299780c000990970000e8040000a20000001e
693|0x61|API_MEAS_QUALITY_EVENT|61119a780c000a000000001e00000000000000
694|0x61|API_MEAS_QUALITY_EVENT|61119b780c000d000000000000000000000000
695|0x61|API_MEAS_QUALITY_EVENT|610e9c780c000c299d00000d0000001e
696|0x61|API_MEAS_QUALITY_EVENT|610c9d780c002901040200000119
697|0x61|API_MEAS_QUALITY_EVENT|61119e780c0026000d01000000f5ffffffe409
698|0x61|API_MEAS_QUALITY_EVENT|610a9f780c002601e60fe60f
699|0x61|API_MEAS_QUALITY_EVENT|610ea0780c00260270feffff0038ffff
700|0x61|API_MEAS_QUALITY_EVENT|6109a1780c002a020c0d00
701|0x61|API_MEAS_QUALITY_EVENT|6108a2780c002a030d00
702|0x61|API_MEAS_QUALITY_EVENT|6112a3780c00140664e60f62ffffff154500004f
703|0x61|API_MEAS_QUALITY_EVENT|6112a4780c000900000000810000007700000001
704|0x61|API_MEAS_QUALITY_EVENT|6111a5780c000a000000000000000000000000
705|0x61|API_MEAS_QUALITY_EVENT|6111a6780c000d000000000000000000000000
706|0x61|API_MEAS_QUALITY_EVENT|610ea7780c000c1d0100000000000001
